date,day_of_week,channel,spend,revenue,roas,impressions,clicks,conversions,new_customers,ctr,cpc,cpa,aov,source_row,record_id,expected_at_reported_roas,revenue_difference,explanation
2023-01-10,Tue,Affiliate,36244.13,231599.99,6.39,575005,6062,124,89,1.05,5.98,292.29,1867.74,99,2023-01-10|Affiliate,231599.99,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-10,Tue,Organic Social,207562.05,994222.22,4.79,985682,39213,510,387,3.98,5.29,406.98,1949.46,100,2023-01-10|Organic Social,994222.22,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-11,Wed,Meta Ads,62188.34,195333.58,3.14,1257456,20962,208,124,1.67,2.97,298.98,939.1,101,2023-01-11|Meta Ads,195271.39,62.19,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-11,Wed,Google Search,480304.68,1378954.74,2.87,8133651,434152,1703,834,5.34,1.11,282.03,809.72,102,2023-01-11|Google Search,1378474.43,480.31,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-11,Wed,Google Display,376902.53,376525.63,1,2892316,81799,300,192,2.83,4.61,1256.34,1255.09,103,2023-01-11|Google Display,376902.53,-376.90,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-11,Wed,YouTube,363773.81,746463.86,2.05,2428385,139660,550,253,5.75,2.6,661.41,1357.21,104,2023-01-11|YouTube,745736.31,727.55,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-11,Wed,Instagram Reels,473888.48,1177138.98,2.48,10552442,536073,623,355,5.08,0.88,760.66,1889.47,105,2023-01-11|Instagram Reels,1175243.43,1895.55,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-11,Wed,Email,46333.91,399073.97,8.61,1065157,40956,566,215,3.85,1.13,81.86,705.08,106,2023-01-11|Email,398934.97,139.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-11,Wed,SMS,9226.33,45006.04,4.88,232364,10468,58,43,4.51,0.88,159.07,775.97,107,2023-01-11|SMS,45024.49,-18.45,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-11,Wed,Influencer,118704.56,411311.3,3.46,1965657,50543,301,129,2.57,2.35,394.37,1366.48,108,2023-01-11|Influencer,410717.78,593.52,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-11,Wed,Affiliate,137128.99,492430.2,3.59,3232633,145595,546,387,4.5,0.94,251.15,901.89,109,2023-01-11|Affiliate,492293.07,137.13,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-11,Wed,Organic Social,174367.36,703049.2,4.03,3339722,48275,776,310,1.45,3.61,224.7,905.99,110,2023-01-11|Organic Social,702700.46,348.74,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-12,Thu,Meta Ads,177975.38,384426.82,2.16,2415507,139862,221,174,5.79,1.27,805.32,1739.49,111,2023-01-12|Meta Ads,384426.82,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-12,Thu,Google Search,252186.59,1125760.94,4.46,3646705,189689,1027,749,5.2,1.33,245.56,1096.16,112,2023-01-12|Google Search,1124752.19,1008.75,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-12,Thu,Google Display,310704.28,480224.54,1.55,1411081,53031,327,215,3.76,5.86,950.17,1468.58,113,2023-01-12|Google Display,481591.63,-1367.09,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-12,Thu,YouTube,220377.28,558524.18,2.53,3791135,31951,403,128,0.84,6.9,546.84,1385.92,114,2023-01-12|YouTube,557554.52,969.66,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-12,Thu,Instagram Reels,166492.22,351631.57,2.11,697810,23991,532,367,3.44,6.94,312.96,660.96,115,2023-01-12|Instagram Reels,351298.58,332.99,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-12,Thu,Email,8446.68,62032.42,7.34,222875,6456,42,20,2.9,1.31,201.11,1476.96,116,2023-01-12|Email,61998.63,33.79,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-12,Thu,SMS,12226.54,46010.92,3.76,129021,3274,47,19,2.54,3.73,260.14,978.96,117,2023-01-12|SMS,45971.79,39.13,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-12,Thu,Influencer,280345.45,1299905.78,4.64,1438407,39520,711,334,2.75,7.09,394.3,1828.28,118,2023-01-12|Influencer,1300802.89,-897.11,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-12,Thu,Affiliate,382393.7,2349426.89,6.14,11141271,624834,1194,585,5.61,0.61,320.26,1967.69,119,2023-01-12|Affiliate,2347897.32,1529.57,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-12,Thu,Organic Social,484096.82,985233.85,2.04,11234473,385349,620,384,3.43,1.26,780.8,1589.09,120,2023-01-12|Organic Social,987557.51,-2323.66,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-13,Fri,Meta Ads,372715.52,394072.12,1.06,5915142,218899,266,156,3.7,1.7,1401.19,1481.47,121,2023-01-13|Meta Ads,395078.45,-1006.33,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-13,Fri,Google Search,39944.8,163274.37,4.09,845599,49973,112,68,5.91,0.8,356.65,1457.81,122,2023-01-13|Google Search,163374.23,-99.86,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-13,Fri,Google Display,274016.83,182193.79,0.66,1634379,40694,105,79,2.49,6.73,2609.68,1735.18,123,2023-01-13|Google Display,180851.11,1342.68,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-13,Fri,YouTube,92704.09,275859.56,2.98,1309731,8760,363,134,0.67,10.58,255.38,759.94,124,2023-01-13|YouTube,276258.19,-398.63,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-13,Fri,Instagram Reels,256236.99,740140.55,2.89,5595377,186057,791,355,3.33,1.38,323.94,935.7,125,2023-01-13|Instagram Reels,740524.90,-384.35,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-13,Fri,Email,43891.86,375560.7,8.56,1095563,6735,554,204,0.61,6.52,79.23,677.91,126,2023-01-13|Email,375714.32,-153.62,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-13,Fri,SMS,20384.63,144202.91,7.07,253153,2425,92,45,0.96,8.41,221.57,1567.42,127,2023-01-13|SMS,144119.33,83.58,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-13,Fri,Influencer,230129.82,1214072.88,5.28,1035184,41686,729,328,4.03,5.52,315.68,1665.39,128,2023-01-13|Influencer,1215085.45,-1012.57,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-13,Fri,Affiliate,354153.04,2671305.55,7.54,5330440,222921,1813,1015,4.18,1.59,195.34,1473.42,129,2023-01-13|Affiliate,2670313.92,991.63,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-13,Fri,Organic Social,17335.16,99956.27,5.77,372397,19199,85,48,5.16,0.9,203.94,1175.96,130,2023-01-13|Organic Social,100023.87,-67.60,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-14,Sat,Meta Ads,110000.5,275881.25,2.51,2255024,73601,149,47,3.26,1.49,738.26,1851.55,131,2023-01-14|Meta Ads,276101.26,-220.01,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-14,Sat,Google Search,391247.32,942514.79,2.41,2682198,158289,503,311,5.9,2.47,777.83,1873.79,132,2023-01-14|Google Search,942906.04,-391.25,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-14,Sat,Google Display,419890.78,235558.73,0.56,7565008,271709,179,89,3.59,1.55,2345.76,1315.97,133,2023-01-14|Google Display,235138.84,419.89,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-14,Sat,YouTube,491039.38,1355759.73,2.76,13131305,691422,1353,852,5.27,0.71,362.93,1002.04,134,2023-01-14|YouTube,1355268.69,491.04,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-14,Sat,Instagram Reels,387174.01,843264.99,2.18,4599051,202661,503,266,4.41,1.91,769.73,1676.47,135,2023-01-14|Instagram Reels,844039.34,-774.35,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-14,Sat,Email,48774.52,485550.35,9.96,720106,37815,253,164,5.25,1.29,192.78,1919.17,136,2023-01-14|Email,485794.22,-243.87,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-14,Sat,SMS,11447.8,52385.13,4.58,323173,6832,53,37,2.11,1.68,216,988.4,137,2023-01-14|SMS,52430.92,-45.79,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-14,Sat,Influencer,262786.28,1196728.72,4.55,6943301,291420,720,417,4.2,0.9,364.98,1662.12,138,2023-01-14|Influencer,1195677.57,1051.15,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-14,Sat,Affiliate,421317.48,2224556.29,5.28,5863210,106619,1177,576,1.82,3.95,357.96,1890.02,139,2023-01-14|Affiliate,2224556.29,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-14,Sat,Organic Social,21134,121583.9,5.75,443711,17214,79,37,3.88,1.23,267.52,1539.04,140,2023-01-14|Organic Social,121520.50,63.40,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-15,Sun,Meta Ads,276081.35,697712.79,2.53,2519883,32734,413,309,1.3,8.43,668.48,1689.38,141,2023-01-15|Meta Ads,698485.82,-773.03,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-15,Sun,Google Search,155054.29,470558.76,3.03,2954243,123828,311,143,4.19,1.25,498.57,1513.05,142,2023-01-15|Google Search,469814.50,744.26,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-15,Sun,Google Display,180989.82,238472.19,1.32,3841904,37225,429,227,0.97,4.86,421.89,555.88,143,2023-01-15|Google Display,238906.56,-434.37,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-15,Sun,YouTube,481342.33,1044897.93,2.17,12641505,621143,556,255,4.91,0.77,865.72,1879.31,144,2023-01-15|YouTube,1044512.86,385.07,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-15,Sun,Instagram Reels,69755.67,267443.24,3.83,1490710,28811,357,132,1.93,2.42,195.39,749.14,145,2023-01-15|Instagram Reels,267164.22,279.02,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-15,Sun,Email,20957.76,117698.78,5.62,97034,4022,81,55,4.14,5.21,258.74,1453.07,146,2023-01-15|Email,117782.61,-83.83,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-15,Sun,SMS,32829.7,252092.7,7.68,759599,15039,151,105,1.98,2.18,217.42,1669.49,147,2023-01-15|SMS,252132.10,-39.40,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-15,Sun,Influencer,111459.68,468264.41,4.2,2588714,18251,338,155,0.71,6.11,329.76,1385.4,148,2023-01-15|Influencer,468130.66,133.75,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-15,Sun,Affiliate,404889.56,2475008.9,6.11,2471160,113648,1585,760,4.6,3.56,255.45,1561.52,149,2023-01-15|Affiliate,2473875.21,1133.69,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-15,Sun,Organic Social,481751.13,1847033.83,3.83,1740476,53185,3504,2347,3.06,9.06,137.49,527.12,150,2023-01-15|Organic Social,1845106.83,1927.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-16,Mon,Meta Ads,176210.18,381636.01,2.17,2340204,86273,301,177,3.69,2.04,585.42,1267.89,151,2023-01-16|Meta Ads,382376.09,-740.08,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-16,Mon,Google Search,178662.59,593427.79,3.32,770072,28405,299,194,3.69,6.29,597.53,1984.71,152,2023-01-16|Google Search,593159.80,267.99,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-16,Mon,Google Display,457498.52,786851.7,1.72,11618776,243709,446,312,2.1,1.88,1025.78,1764.24,153,2023-01-16|Google Display,786897.45,-45.75,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-16,Mon,YouTube,142909.9,267898.9,1.87,3493465,66606,270,183,1.91,2.15,529.3,992.22,154,2023-01-16|YouTube,267241.51,657.39,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-16,Mon,Instagram Reels,343730.76,569286.88,1.66,9416300,81678,345,203,0.87,4.21,996.32,1650.11,155,2023-01-16|Instagram Reels,570593.06,-1306.18,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-01-16,Mon,Email,65348.34,572072.44,8.75,320886,4923,392,239,1.53,13.27,166.7,1459.37,156,2023-01-16|Email,571797.98,274.47,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
